person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate_decimal,interest_earned,actual_profit
23,54996,MORTGAGE,2.0,MEDICAL,B,1925,10.59,0,0.04,N,4,0.1059,203.8575,203.8575
22,35350,RENT,3.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.2,N,3,0.0999,699.3000000000001,699.3000000000001
24,54996,MORTGAGE,8.0,VENTURE,A,5500,5.99,0,0.1,N,4,0.0599,329.45,329.45
22,29654,RENT,3.0,EDUCATION,C,7000,14.22,1,0.24,N,3,0.1422,995.4,-7000.0
24,36000,RENT,1.0,MEDICAL,A,7000,6.03,0,0.19,N,3,0.0603,422.1,422.1
23,36000,RENT,1.0,EDUCATION,A,7000,7.9,0,0.19,N,4,0.079,553.0,553.0
23,36000,RENT,5.0,VENTURE,B,7000,10.65,0,0.19,N,2,0.1065,745.5,745.5
23,36000,RENT,3.0,EDUCATION,B,7000,9.99,0,0.19,N,3,0.0999,699.3000000000001,699.3000000000001
23,54996,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.27,N,2,0.1099,1648.5,1648.5
22,54996,MORTGAGE,3.0,EDUCATION,B,12000,9.63,0,0.22,N,2,0.09630000000000001,1155.6000000000001,1155.6000000000001
24,54996,OWN,4.0,EDUCATION,B,10000,10.37,0,0.18,N,4,0.10369999999999999,1036.9999999999998,1036.9999999999998
25,30000,RENT,0.0,EDUCATION,E,7000,10.99,1,0.23,Y,2,0.1099,769.3,-7000.0
26,36000,RENT,1.0,VENTURE,A,7000,8.94,0,0.19,N,3,0.0894,625.8,625.8
26,36120,RENT,0.0,PERSONAL,C,7000,14.22,0,0.19,N,4,0.1422,995.4,995.4
23,31000,RENT,7.0,HOMEIMPROVEMENT,B,7000,10.99,1,0.23,N,3,0.1099,769.3,-7000.0
24,37000,RENT,2.0,PERSONAL,B,7000,9.99,0,0.19,N,2,0.0999,699.3000000000001,699.3000000000001
24,37000,RENT,2.0,MEDICAL,A,7000,7.51,0,0.19,N,4,0.0751,525.7,525.7
22,54996,MORTGAGE,3.0,EDUCATION,B,5000,10.75,0,0.09,N,3,0.1075,537.5,537.5
22,37000,RENT,0.0,PERSONAL,B,7000,10.95,0,0.19,N,4,0.10949999999999999,766.4999999999999,766.4999999999999
25,37200,RENT,0.0,DEBTCONSOLIDATION,B,7000,12.42,0,0.19,N,3,0.1242,869.4,869.4
25,37200,RENT,6.0,VENTURE,A,7000,7.14,0,0.19,N,4,0.07139999999999999,499.79999999999995,499.79999999999995
21,48996,MORTGAGE,5.0,VENTURE,D,15000,15.58,1,0.31,Y,3,0.1558,2337.0,-15000.0
21,37200,RENT,1.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.19,N,3,0.1099,769.3,769.3
23,54996,MORTGAGE,7.0,PERSONAL,C,8000,14.35,0,0.15,N,4,0.1435,1148.0,1148.0
25,48996,MORTGAGE,8.0,PERSONAL,B,5000,9.88,1,0.1,N,2,0.09880000000000001,494.00000000000006,-5000.0
23,37500,RENT,5.0,PERSONAL,B,7000,12.69,0,0.19,N,4,0.12689999999999999,888.2999999999998,888.2999999999998
22,37740,RENT,6.0,MEDICAL,A,7000,10.99,0,0.19,N,3,0.1099,769.3,769.3
25,54996,MORTGAGE,0.0,VENTURE,A,10000,8.94,0,0.18,N,2,0.0894,893.9999999999999,893.9999999999999
22,32000,RENT,0.0,PERSONAL,D,7000,10.99,1,0.22,Y,4,0.1099,769.3,-7000.0
26,38000,RENT,5.0,EDUCATION,A,7000,7.51,0,0.18,N,3,0.0751,525.7,525.7
25,38400,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.18,N,2,0.0999,699.3000000000001,699.3000000000001
23,38500,RENT,2.0,MEDICAL,B,7000,11.14,0,0.18,N,2,0.1114,779.8,779.8
21,39600,RENT,3.0,EDUCATION,D,7000,14.96,0,0.18,Y,2,0.1496,1047.2,1047.2
22,39996,RENT,3.0,PERSONAL,B,7000,9.63,0,0.18,N,4,0.09630000000000001,674.1,674.1
22,48996,OTHER,3.0,DEBTCONSOLIDATION,D,10000,14.11,1,0.2,N,4,0.1411,1411.0,-10000.0
24,54996,OWN,0.0,VENTURE,B,12000,11.26,0,0.22,N,3,0.11259999999999999,1351.1999999999998,1351.1999999999998
24,54996,MORTGAGE,8.0,MEDICAL,B,19000,10.83,0,0.35,N,3,0.10830000000000001,2057.7000000000003,2057.7000000000003
24,39996,RENT,1.0,MEDICAL,C,7000,13.11,0,0.18,N,3,0.1311,917.6999999999999,917.6999999999999
22,40000,RENT,0.0,DEBTCONSOLIDATION,B,7000,10.65,0,0.17,N,2,0.1065,745.5,745.5
22,40000,RENT,6.0,MEDICAL,A,7000,7.9,0,0.17,N,2,0.079,553.0,553.0
22,40000,RENT,2.0,EDUCATION,B,7000,11.99,0,0.17,N,4,0.1199,839.3000000000001,839.3000000000001
22,40000,RENT,1.0,DEBTCONSOLIDATION,B,7000,11.11,0,0.17,N,3,0.11109999999999999,777.6999999999999,777.6999999999999
21,40000,RENT,3.0,EDUCATION,D,7000,14.46,0,0.17,N,3,0.1446,1012.2,1012.2
24,40000,RENT,3.0,VENTURE,A,7000,7.88,0,0.17,N,4,0.0788,551.5999999999999,551.5999999999999
22,40000,RENT,1.0,EDUCATION,B,7000,11.14,0,0.17,N,4,0.1114,779.8,779.8
22,55000,MORTGAGE,2.0,MEDICAL,B,20000,11.71,0,0.36,N,2,0.11710000000000001,2342.0,2342.0
25,40000,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.94,0,0.17,N,3,0.0894,625.8,625.8
24,34000,RENT,0.0,EDUCATION,E,7000,17.04,1,0.21,N,2,0.1704,1192.8,-7000.0
23,55000,MORTGAGE,8.0,VENTURE,B,7200,11.71,0,0.13,N,3,0.11710000000000001,843.1200000000001,843.1200000000001
23,55000,MORTGAGE,3.0,PERSONAL,A,7500,7.51,0,0.14,N,2,0.0751,563.25,563.25
23,40000,RENT,4.0,MEDICAL,B,7000,11.58,0,0.17,N,3,0.1158,810.6,810.6
24,40000,RENT,2.0,EDUCATION,C,7000,11.34,0,0.17,Y,2,0.1134,793.8,793.8
24,40040,RENT,0.0,MEDICAL,C,7000,13.23,0,0.17,Y,3,0.1323,926.1,926.1
23,34320,RENT,5.0,DEBTCONSOLIDATION,F,7000,18.3,1,0.2,Y,3,0.183,1281.0,-7000.0
24,55000,MORTGAGE,8.0,MEDICAL,B,15000,9.91,0,0.27,N,3,0.09910000000000001,1486.5,1486.5
25,55000,MORTGAGE,6.0,PERSONAL,C,15000,15.27,0,0.27,N,3,0.1527,2290.5,2290.5
24,40800,RENT,0.0,MEDICAL,B,7000,11.86,0,0.17,N,2,0.1186,830.1999999999999,830.1999999999999
21,41000,RENT,5.0,EDUCATION,A,7000,5.79,0,0.17,N,3,0.0579,405.3,405.3
22,55000,MORTGAGE,5.0,EDUCATION,D,11100,16.77,0,0.2,N,2,0.1677,1861.4699999999998,1861.4699999999998
23,55000,MORTGAGE,7.0,MEDICAL,A,2800,10.99,0,0.05,N,2,0.1099,307.71999999999997,307.71999999999997
24,55000,MORTGAGE,5.0,PERSONAL,B,3100,11.71,0,0.06,N,2,0.11710000000000001,363.01000000000005,363.01000000000005
22,55000,MORTGAGE,6.0,EDUCATION,C,1400,13.49,0,0.03,N,3,0.1349,188.85999999999999,188.85999999999999
22,35000,RENT,2.0,MEDICAL,F,7000,18.09,1,0.2,Y,2,0.1809,1266.3,-7000.0
23,55000,MORTGAGE,7.0,VENTURE,A,5200,8.9,0,0.09,N,4,0.08900000000000001,462.80000000000007,462.80000000000007
26,55000,MORTGAGE,6.0,EDUCATION,A,11500,8.9,0,0.21,N,4,0.08900000000000001,1023.5000000000001,1023.5000000000001
24,41000,RENT,1.0,MEDICAL,C,7000,12.53,0,0.17,N,2,0.1253,877.0999999999999,877.0999999999999
25,55000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.15,N,4,0.0603,482.4,482.4
22,55000,MORTGAGE,6.0,PERSONAL,C,3250,13.49,0,0.06,Y,4,0.1349,438.42499999999995,438.42499999999995
24,55000,MORTGAGE,1.0,MEDICAL,B,5225,9.91,0,0.1,N,4,0.09910000000000001,517.7975,517.7975
22,42000,RENT,2.0,EDUCATION,C,7000,14.27,0,0.17,N,2,0.1427,998.9,998.9
26,55000,MORTGAGE,6.0,PERSONAL,B,3775,11.71,0,0.07,N,3,0.11710000000000001,442.0525,442.0525
26,42000,RENT,10.0,DEBTCONSOLIDATION,A,7000,10.99,0,0.17,N,2,0.1099,769.3,769.3
25,55000,MORTGAGE,1.0,EDUCATION,A,6400,6.03,0,0.12,N,3,0.0603,385.92,385.92
22,42000,RENT,6.0,DEBTCONSOLIDATION,C,7000,12.68,0,0.17,N,2,0.1268,887.6,887.6
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,7.51,0,0.14,N,4,0.0751,563.25,563.25
25,42000,RENT,8.0,MEDICAL,A,7000,5.79,0,0.17,N,2,0.0579,405.3,405.3
23,55000,MORTGAGE,7.0,VENTURE,A,6500,7.9,0,0.12,N,3,0.079,513.5,513.5
23,55000,MORTGAGE,7.0,PERSONAL,D,6625,16.77,0,0.12,Y,3,0.1677,1111.0124999999998,1111.0124999999998
23,55000,MORTGAGE,0.0,PERSONAL,A,2000,10.99,0,0.04,N,2,0.1099,219.79999999999998,219.79999999999998
22,42000,RENT,4.0,MEDICAL,C,7000,13.61,0,0.17,N,2,0.1361,952.7,952.7
26,36000,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.96,1,0.19,Y,4,0.1496,1047.2,-7000.0
23,42000,RENT,2.0,EDUCATION,A,7000,7.88,0,0.17,N,3,0.0788,551.5999999999999,551.5999999999999
25,55000,MORTGAGE,9.0,VENTURE,B,5000,9.91,0,0.09,N,4,0.09910000000000001,495.50000000000006,495.50000000000006
22,42000,RENT,4.0,EDUCATION,A,7000,8.63,0,0.17,N,4,0.0863,604.1,604.1
24,55000,MORTGAGE,3.0,PERSONAL,A,15000,6.62,0,0.27,N,3,0.0662,992.9999999999999,992.9999999999999
22,36614,RENT,5.0,MEDICAL,B,7000,9.99,1,0.19,N,4,0.0999,699.3000000000001,-7000.0
23,55000,MORTGAGE,8.0,EDUCATION,B,12375,9.91,0,0.23,N,3,0.09910000000000001,1226.3625000000002,1226.3625000000002
26,43000,RENT,2.0,MEDICAL,B,7000,9.99,0,0.16,N,3,0.0999,699.3000000000001,699.3000000000001
23,43000,RENT,7.0,EDUCATION,E,7000,10.99,0,0.16,N,4,0.1099,769.3,769.3
25,49000,MORTGAGE,8.0,MEDICAL,B,18200,11.99,1,0.37,N,4,0.1199,2182.1800000000003,-18200.0
25,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6500,10.99,0,0.12,N,2,0.1099,714.35,714.35
25,55000,MORTGAGE,9.0,EDUCATION,B,6300,11.49,0,0.11,N,3,0.1149,723.87,723.87
23,55000,MORTGAGE,1.0,EDUCATION,B,4400,10.59,0,0.08,N,3,0.1059,465.96,465.96
26,43000,RENT,8.0,MEDICAL,A,7000,7.29,0,0.16,N,4,0.0729,510.30000000000007,510.30000000000007
21,55000,MORTGAGE,5.0,PERSONAL,A,12000,5.42,0,0.22,N,2,0.0542,650.4,650.4
22,37200,RENT,6.0,DEBTCONSOLIDATION,A,7000,7.9,1,0.19,N,4,0.079,553.0,-7000.0
22,55000,OWN,6.0,MEDICAL,B,4800,11.99,0,0.09,N,2,0.1199,575.52,575.52
23,55000,OWN,5.0,VENTURE,C,15000,13.49,0,0.27,N,2,0.1349,2023.4999999999998,2023.4999999999998
23,49000,MORTGAGE,4.0,VENTURE,E,11400,17.99,1,0.23,Y,4,0.17989999999999998,2050.8599999999997,-11400.0
25,55000,MORTGAGE,3.0,EDUCATION,D,5000,15.99,0,0.09,N,4,0.15990000000000001,799.5000000000001,799.5000000000001
22,55000,OWN,1.0,VENTURE,B,10000,10.99,0,0.18,N,3,0.1099,1099.0,1099.0
25,55000,MORTGAGE,9.0,VENTURE,A,6500,7.49,0,0.12,N,3,0.07490000000000001,486.8500000000001,486.8500000000001
22,55000,MORTGAGE,6.0,MEDICAL,A,9500,7.49,0,0.17,N,3,0.07490000000000001,711.5500000000001,711.5500000000001
23,44500,RENT,2.0,EDUCATION,A,7000,8.0,0,0.16,N,2,0.08,560.0,560.0
26,45000,RENT,5.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.16,N,4,0.08900000000000001,623.0000000000001,623.0000000000001
22,39000,RENT,2.0,PERSONAL,A,7000,8.9,1,0.18,N,3,0.08900000000000001,623.0000000000001,-7000.0
24,55000,MORTGAGE,8.0,VENTURE,A,1800,7.49,0,0.03,N,4,0.07490000000000001,134.82000000000002,134.82000000000002
25,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200,8.49,0,0.44,N,3,0.0849,2054.58,2054.58
25,49000,MORTGAGE,1.0,EDUCATION,C,7000,10.99,1,0.14,N,4,0.1099,769.3,-7000.0
23,39000,RENT,1.0,VENTURE,D,7000,16.77,1,0.18,N,3,0.1677,1173.8999999999999,-7000.0
26,45000,RENT,1.0,VENTURE,A,7000,7.51,0,0.16,N,3,0.0751,525.7,525.7
22,55000,MORTGAGE,7.0,VENTURE,A,3000,5.99,0,0.05,N,4,0.0599,179.70000000000002,179.70000000000002
26,55000,MORTGAGE,10.0,VENTURE,A,10000,7.49,0,0.18,N,2,0.07490000000000001,749.0000000000001,749.0000000000001
21,49000,MORTGAGE,4.0,MEDICAL,B,2000,11.99,1,0.04,N,2,0.1199,239.8,-2000.0
26,55000,MORTGAGE,10.0,VENTURE,C,2800,13.49,0,0.05,N,2,0.1349,377.71999999999997,377.71999999999997
24,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4200,15.23,0,0.08,Y,3,0.1523,639.66,639.66
21,45000,RENT,2.0,EDUCATION,A,7000,7.51,0,0.16,N,4,0.0751,525.7,525.7
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.07,N,3,0.0542,216.79999999999998,216.79999999999998
25,45000,RENT,9.0,EDUCATION,B,7000,10.99,0,0.16,N,2,0.1099,769.3,769.3
23,55000,MORTGAGE,0.0,EDUCATION,C,11075,13.49,0,0.2,N,3,0.1349,1494.0175,1494.0175
24,45000,RENT,5.0,VENTURE,A,7000,5.42,0,0.16,N,4,0.0542,379.4,379.4
24,55000,OWN,4.0,VENTURE,D,9000,16.49,0,0.16,Y,2,0.1649,1484.1,1484.1
24,39000,RENT,8.0,PERSONAL,D,7000,14.42,1,0.18,N,4,0.1442,1009.4,-7000.0
26,45600,RENT,0.0,MEDICAL,B,7000,9.99,0,0.15,N,3,0.0999,699.3000000000001,699.3000000000001
25,46000,RENT,9.0,MEDICAL,A,7000,8.49,0,0.15,N,3,0.0849,594.3000000000001,594.3000000000001
25,46000,RENT,5.0,EDUCATION,B,7000,10.25,0,0.15,N,3,0.1025,717.5,717.5
23,46000,RENT,1.0,EDUCATION,A,7000,7.4,0,0.15,N,4,0.07400000000000001,518.0000000000001,518.0000000000001
22,55000,MORTGAGE,7.0,MEDICAL,B,13500,9.67,0,0.25,N,2,0.0967,1305.4499999999998,1305.4499999999998
23,55000,MORTGAGE,7.0,EDUCATION,A,15000,10.99,0,0.27,N,4,0.1099,1648.5,1648.5
25,46000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.07,0,0.15,N,3,0.0907,634.9,634.9
25,46800,RENT,0.0,DEBTCONSOLIDATION,A,7000,8.63,0,0.15,N,3,0.0863,604.1,604.1
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3850,5.42,0,0.07,N,2,0.0542,208.67,208.67
24,47000,RENT,8.0,VENTURE,A,7000,6.62,0,0.15,N,3,0.0662,463.4,463.4
24,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.15,N,3,0.0849,679.2,679.2
23,55000,MORTGAGE,1.0,VENTURE,B,1500,11.49,0,0.03,N,3,0.1149,172.35,172.35
24,47000,RENT,3.0,MEDICAL,A,7000,6.54,0,0.15,N,4,0.0654,457.8,457.8
25,55000,OWN,1.0,PERSONAL,C,6000,15.23,0,0.11,Y,3,0.1523,913.8,913.8
23,55000,MORTGAGE,4.0,EDUCATION,A,8000,7.49,0,0.15,N,4,0.07490000000000001,599.2,599.2
21,47000,RENT,5.0,VENTURE,D,7000,14.96,0,0.15,Y,3,0.1496,1047.2,1047.2
23,55000,MORTGAGE,7.0,MEDICAL,A,8000,7.49,0,0.15,N,4,0.07490000000000001,599.2,599.2
23,55000,MORTGAGE,7.0,MEDICAL,C,10000,13.99,0,0.18,Y,3,0.1399,1399.0,1399.0
22,41500,RENT,3.0,VENTURE,D,7000,15.7,1,0.17,Y,3,0.157,1099.0,-7000.0
26,48000,RENT,10.0,MEDICAL,B,7000,12.69,0,0.15,N,2,0.12689999999999999,888.2999999999998,888.2999999999998
26,48000,RENT,5.0,MEDICAL,A,7000,5.79,0,0.15,N,3,0.0579,405.3,405.3
23,48000,RENT,6.0,EDUCATION,A,7000,8.94,0,0.15,N,3,0.0894,625.8,625.8
26,48000,RENT,10.0,MEDICAL,A,7000,9.63,0,0.15,N,2,0.09630000000000001,674.1,674.1
23,55000,MORTGAGE,2.0,EDUCATION,B,5000,11.11,0,0.09,N,2,0.11109999999999999,555.5,555.5
25,48226,RENT,9.0,MEDICAL,A,7000,7.9,0,0.15,N,3,0.079,553.0,553.0
23,49500,RENT,2.0,MEDICAL,C,7000,10.99,0,0.14,N,4,0.1099,769.3,769.3
21,50000,RENT,4.0,MEDICAL,C,7000,15.27,0,0.14,Y,4,0.1527,1068.9,1068.9
24,55000,MORTGAGE,8.0,EDUCATION,B,9600,10.99,0,0.17,N,3,0.1099,1055.04,1055.04
24,50000,RENT,8.0,DEBTCONSOLIDATION,B,7000,11.71,0,0.14,N,3,0.11710000000000001,819.7,819.7
26,55000,MORTGAGE,2.0,MEDICAL,A,11300,7.29,0,0.21,N,4,0.0729,823.7700000000001,823.7700000000001
22,55000,MORTGAGE,4.0,PERSONAL,A,5000,7.66,0,0.09,N,2,0.0766,383.0,383.0
23,50000,RENT,8.0,VENTURE,A,7000,10.99,0,0.14,N,2,0.1099,769.3,769.3
26,55000,MORTGAGE,10.0,VENTURE,A,5000,6.92,0,0.09,N,3,0.0692,346.0,346.0
21,50000,RENT,1.0,MEDICAL,B,7000,10.37,0,0.14,N,4,0.10369999999999999,725.8999999999999,725.8999999999999
22,50000,RENT,2.0,VENTURE,A,7000,7.66,0,0.14,N,3,0.0766,536.2,536.2
26,55000,MORTGAGE,1.0,EDUCATION,B,10000,10.0,0,0.18,N,2,0.1,1000.0,1000.0
22,55000,MORTGAGE,1.0,EDUCATION,B,12000,9.63,0,0.22,N,4,0.09630000000000001,1155.6000000000001,1155.6000000000001
24,55000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.18,N,3,0.0579,579.0,579.0
22,55000,OWN,6.0,EDUCATION,B,25000,10.74,0,0.45,N,2,0.1074,2685.0,2685.0
23,50000,RENT,3.0,EDUCATION,A,7000,7.51,0,0.14,N,4,0.0751,525.7,525.7
25,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8500,10.99,0,0.15,N,2,0.1099,934.15,934.15
22,55000,MORTGAGE,6.0,VENTURE,B,12000,9.99,0,0.22,N,4,0.0999,1198.8,1198.8
26,50000,RENT,2.0,VENTURE,A,7000,9.63,0,0.14,N,2,0.09630000000000001,674.1,674.1
23,50000,RENT,2.0,EDUCATION,A,7000,9.32,0,0.14,N,3,0.0932,652.4000000000001,652.4000000000001
23,55000,MORTGAGE,5.0,PERSONAL,A,15000,6.17,0,0.27,N,2,0.0617,925.5,925.5
22,49000,MORTGAGE,6.0,PERSONAL,A,10000,5.79,1,0.2,N,4,0.0579,579.0,-10000.0
21,44004,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.46,1,0.16,N,2,0.11460000000000001,802.2,-7000.0
26,50026,RENT,3.0,PERSONAL,A,7000,10.99,0,0.14,N,4,0.1099,769.3,769.3
23,55000,MORTGAGE,5.0,PERSONAL,A,7750,6.17,0,0.14,N,4,0.0617,478.175,478.175
23,51000,RENT,1.0,MEDICAL,A,7000,6.99,0,0.14,N,3,0.0699,489.3,489.3
21,45000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.16,Y,4,0.1496,1047.2,-7000.0
22,51000,RENT,6.0,VENTURE,B,7000,12.18,0,0.14,N,2,0.12179999999999999,852.5999999999999,852.5999999999999
23,52000,RENT,3.0,EDUCATION,B,7000,10.65,0,0.13,N,2,0.1065,745.5,745.5
24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.11,N,3,0.0542,325.2,325.2
25,52000,RENT,2.0,HOMEIMPROVEMENT,B,7000,10.59,0,0.13,N,2,0.1059,741.3,741.3
22,55000,MORTGAGE,2.0,MEDICAL,C,4800,12.98,0,0.09,N,4,0.1298,623.04,623.04
22,55000,MORTGAGE,2.0,EDUCATION,A,12000,6.54,0,0.22,N,4,0.0654,784.8,784.8
21,52000,RENT,5.0,EDUCATION,A,7000,7.49,0,0.13,N,4,0.07490000000000001,524.3000000000001,524.3000000000001
26,52000,RENT,11.0,EDUCATION,A,7000,7.88,0,0.13,N,3,0.0788,551.5999999999999,551.5999999999999
26,55000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10500,5.79,0,0.19,N,2,0.0579,607.95,607.95
24,52000,RENT,1.0,MEDICAL,A,7000,7.74,0,0.13,N,4,0.0774,541.8,541.8
22,55000,OWN,2.0,EDUCATION,A,2200,5.42,0,0.04,N,3,0.0542,119.24,119.24
25,52000,RENT,1.0,DEBTCONSOLIDATION,C,7000,12.53,0,0.13,N,3,0.1253,877.0999999999999,877.0999999999999
22,52800,RENT,3.0,PERSONAL,D,7000,17.58,0,0.13,N,3,0.17579999999999998,1230.6,1230.6
25,55000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,17000,6.91,0,0.31,N,4,0.0691,1174.6999999999998,1174.6999999999998
26,49000,MORTGAGE,10.0,DEBTCONSOLIDATION,E,13000,16.45,1,0.27,N,3,0.16449999999999998,2138.4999999999995,-13000.0
23,55000,OWN,7.0,VENTURE,B,1000,11.49,0,0.02,N,4,0.1149,114.9,114.9
22,54000,RENT,0.0,DEBTCONSOLIDATION,C,7000,13.61,0,0.13,N,4,0.1361,952.7,952.7
25,55000,MORTGAGE,9.0,MEDICAL,A,15000,7.88,0,0.27,N,2,0.0788,1182.0,1182.0
22,54000,RENT,1.0,EDUCATION,C,7000,13.47,0,0.13,Y,2,0.13470000000000001,942.9000000000001,942.9000000000001
24,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000,11.12,0,0.05,N,2,0.1112,333.59999999999997,333.59999999999997
23,54008,RENT,5.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.13,N,3,0.09910000000000001,693.7,693.7
24,49000,RENT,8.0,EDUCATION,A,7000,7.49,1,0.14,N,3,0.07490000000000001,524.3000000000001,-7000.0
23,55000,MORTGAGE,1.0,EDUCATION,B,10000,10.75,0,0.18,N,4,0.1075,1075.0,1075.0
23,55000,OWN,5.0,EDUCATION,B,11000,10.38,0,0.2,N,3,0.1038,1141.8,1141.8
24,55000,OWN,3.0,MEDICAL,B,16000,10.99,0,0.29,N,3,0.1099,1758.3999999999999,1758.3999999999999
21,55000,MORTGAGE,5.0,EDUCATION,C,10000,14.72,0,0.18,N,2,0.1472,1472.0,1472.0
23,85000,RENT,0.0,EDUCATION,B,7000,10.74,0,0.08,N,3,0.1074,751.8,751.8
23,49000,MORTGAGE,7.0,MEDICAL,D,5000,15.21,1,0.1,N,2,0.1521,760.5000000000001,-5000.0
25,89000,RENT,4.0,EDUCATION,B,7000,10.99,0,0.08,N,3,0.1099,769.3,769.3
26,55000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,9800,7.88,0,0.18,N,3,0.0788,772.2399999999999,772.2399999999999
23,89000,RENT,7.0,EDUCATION,C,7000,10.99,0,0.08,N,3,0.1099,769.3,769.3
24,55000,MORTGAGE,3.0,EDUCATION,D,7500,14.84,0,0.14,Y,2,0.1484,1113.0,1113.0
23,90000,RENT,1.0,MEDICAL,B,7000,10.65,0,0.08,N,2,0.1065,745.5,745.5
26,90000,RENT,8.0,PERSONAL,C,7000,13.49,0,0.08,Y,3,0.1349,944.3,944.3
26,50000,RENT,1.0,DEBTCONSOLIDATION,B,7150,12.69,0,0.14,N,2,0.12689999999999999,907.3349999999999,907.3349999999999
26,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13000,13.98,0,0.24,Y,3,0.1398,1817.4,1817.4
26,61200,RENT,3.0,HOMEIMPROVEMENT,A,7150,6.99,0,0.12,N,2,0.0699,499.785,499.785
23,55000,MORTGAGE,7.0,VENTURE,C,7000,13.23,0,0.13,Y,2,0.1323,926.1,926.1
26,55000,MORTGAGE,10.0,MEDICAL,A,3000,6.76,0,0.05,N,2,0.0676,202.79999999999998,202.79999999999998
23,85000,RENT,0.0,DEBTCONSOLIDATION,A,7175,7.49,0,0.08,N,4,0.07490000000000001,537.4075,537.4075
22,14400,RENT,0.0,DEBTCONSOLIDATION,B,7200,11.71,1,0.5,N,4,0.11710000000000001,843.1200000000001,-7200.0
24,55000,MORTGAGE,3.0,VENTURE,A,5000,7.88,0,0.09,N,4,0.0788,394.0,394.0
22,20800,RENT,1.0,DEBTCONSOLIDATION,A,7200,6.91,1,0.35,N,4,0.0691,497.52,-7200.0
21,55000,MORTGAGE,5.0,EDUCATION,A,10500,7.51,0,0.19,N,3,0.0751,788.55,788.55
26,21600,RENT,9.0,VENTURE,B,7200,10.38,1,0.33,N,3,0.1038,747.36,-7200.0
25,22000,RENT,3.0,VENTURE,A,7200,5.79,1,0.33,N,2,0.0579,416.88,-7200.0
24,23000,RENT,1.0,DEBTCONSOLIDATION,B,7200,12.69,1,0.31,N,2,0.12689999999999999,913.6799999999998,-7200.0
23,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.15,N,4,0.13849999999999998,1107.9999999999998,1107.9999999999998
23,25000,RENT,0.0,EDUCATION,C,7200,12.68,0,0.29,N,4,0.1268,912.9599999999999,912.9599999999999
21,55000,MORTGAGE,0.0,PERSONAL,B,10000,10.25,0,0.18,N,2,0.1025,1025.0,1025.0
22,55000,MORTGAGE,6.0,PERSONAL,B,10000,10.62,0,0.18,N,2,0.10619999999999999,1062.0,1062.0
23,25200,RENT,7.0,EDUCATION,B,7200,11.86,1,0.29,N,4,0.1186,853.92,-7200.0
26,55000,OWN,10.0,VENTURE,C,14500,12.73,0,0.26,N,2,0.1273,1845.85,1845.85
23,27600,RENT,2.0,PERSONAL,B,7200,9.99,0,0.26,N,2,0.0999,719.28,719.28
22,27600,RENT,7.0,MEDICAL,B,7200,10.59,0,0.26,N,3,0.1059,762.4799999999999,762.4799999999999
22,49000,MORTGAGE,4.0,EDUCATION,B,8000,10.25,1,0.16,N,4,0.1025,820.0,-8000.0
24,55000,MORTGAGE,3.0,PERSONAL,A,6000,7.51,0,0.11,N,4,0.0751,450.6,450.6
23,55000,MORTGAGE,6.0,EDUCATION,B,8000,9.88,0,0.15,N,3,0.09880000000000001,790.4000000000001,790.4000000000001
22,30000,RENT,5.0,VENTURE,B,7200,11.71,0,0.24,N,3,0.11710000000000001,843.1200000000001,843.1200000000001
22,30000,RENT,7.0,MEDICAL,A,7200,8.9,1,0.24,N,2,0.08900000000000001,640.8000000000001,-7200.0
